year,rank,name,appid,month,avg_players,peak_players,status
2020,1,Phasmophobia,739630,2020-10,44993.03,112241.0,ok
2020,1,Phasmophobia,739630,2020-11,36602.96,99089.0,ok
2020,1,Phasmophobia,739630,2020-12,21998.04,45537.0,ok
2020,2,Hades,1145360,2020-01,4234.54,8086.0,ok
2020,2,Hades,1145360,2020-02,2511.35,5566.0,ok
2020,2,Hades,1145360,2020-03,2077.26,5941.0,ok
2020,2,Hades,1145360,2020-04,997.62,2079.0,ok
2020,2,Hades,1145360,2020-05,1956.76,6070.0,ok
2020,2,Hades,1145360,2020-06,1754.97,5646.0,ok
2020,2,Hades,1145360,2020-07,2471.42,4995.0,ok
2020,2,Hades,1145360,2020-08,1267.52,1929.0,ok
2020,2,Hades,1145360,2020-09,11325.52,37586.0,ok
2020,2,Hades,1145360,2020-10,19587.12,32431.0,ok
2020,2,Hades,1145360,2020-11,18029.89,30509.0,ok
2020,2,Hades,1145360,2020-12,17602.44,29764.0,ok
2020,3,Deep Rock Galactic,548430,2020-01,2512.05,5242.0,ok
2020,3,Deep Rock Galactic,548430,2020-02,3308.93,19471.0,ok
2020,3,Deep Rock Galactic,548430,2020-03,6473.72,20030.0,ok
2020,3,Deep Rock Galactic,548430,2020-04,3406.54,6541.0,ok
2020,3,Deep Rock Galactic,548430,2020-05,6563.21,15515.0,ok
2020,3,Deep Rock Galactic,548430,2020-06,6043.46,11326.0,ok
2020,3,Deep Rock Galactic,548430,2020-07,5366.93,10527.0,ok
2020,3,Deep Rock Galactic,548430,2020-08,3410.52,6370.0,ok
2020,3,Deep Rock Galactic,548430,2020-09,4634.19,9273.0,ok
2020,3,Deep Rock Galactic,548430,2020-10,5016.59,12457.0,ok
2020,3,Deep Rock Galactic,548430,2020-11,5527.01,11275.0,ok
2020,3,Deep Rock Galactic,548430,2020-12,6012.11,12395.0,ok
2020,4,ULTRAKILL,1229490,2020-09,194.6,712.0,ok
2020,4,ULTRAKILL,1229490,2020-10,68.81,137.0,ok
2020,4,ULTRAKILL,1229490,2020-11,65.45,135.0,ok
2020,4,ULTRAKILL,1229490,2020-12,123.06,403.0,ok
2020,5,Factorio,427520,2020-01,8846.6,15389.0,ok
2020,5,Factorio,427520,2020-02,8914.44,15614.0,ok
2020,5,Factorio,427520,2020-03,9798.53,18335.0,ok
2020,5,Factorio,427520,2020-04,11222.09,18766.0,ok
2020,5,Factorio,427520,2020-05,9435.14,16378.0,ok
2020,5,Factorio,427520,2020-06,8545.99,13911.0,ok
2020,5,Factorio,427520,2020-07,7722.68,12180.0,ok
2020,5,Factorio,427520,2020-08,15775.35,34640.0,ok
2020,5,Factorio,427520,2020-09,16465.7,28351.0,ok
2020,5,Factorio,427520,2020-10,13746.76,23613.0,ok
2020,5,Factorio,427520,2020-11,12201.23,20177.0,ok
2020,5,Factorio,427520,2020-12,10814.38,17612.0,ok
2020,6,Detroit: Become Human,1222140,2020-06,3639.39,7194.0,ok
2020,6,Detroit: Become Human,1222140,2020-07,1435.06,3641.0,ok
2020,6,Detroit: Become Human,1222140,2020-08,627.08,1178.0,ok
2020,6,Detroit: Become Human,1222140,2020-09,681.59,1841.0,ok
2020,6,Detroit: Become Human,1222140,2020-10,387.88,1324.0,ok
2020,6,Detroit: Become Human,1222140,2020-11,669.08,2289.0,ok
2020,6,Detroit: Become Human,1222140,2020-12,612.76,1777.0,ok
2020,7,Helltaker,1289310,2020-05,1154.6,3239.0,ok
2020,7,Helltaker,1289310,2020-06,1757.75,2899.0,ok
2020,7,Helltaker,1289310,2020-07,1069.53,1998.0,ok
2020,7,Helltaker,1289310,2020-08,545.86,1092.0,ok
2020,7,Helltaker,1289310,2020-09,296.77,530.0,ok
2020,7,Helltaker,1289310,2020-10,236.23,374.0,ok
2020,7,Helltaker,1289310,2020-11,255.06,6093.0,ok
2020,7,Helltaker,1289310,2020-12,216.22,350.0,ok
2020,8,Half-Life: Alyx,546560,2020-03,7585.02,16459.0,ok
2020,8,Half-Life: Alyx,546560,2020-04,2171.26,6344.0,ok
2020,8,Half-Life: Alyx,546560,2020-05,1120.37,2325.0,ok
2020,8,Half-Life: Alyx,546560,2020-06,889.56,2026.0,ok
2020,8,Half-Life: Alyx,546560,2020-07,960.75,2016.0,ok
2020,8,Half-Life: Alyx,546560,2020-08,684.36,1356.0,ok
2020,8,Half-Life: Alyx,546560,2020-09,565.1,1119.0,ok
2020,8,Half-Life: Alyx,546560,2020-10,686.16,1563.0,ok
2020,8,Half-Life: Alyx,546560,2020-11,831.55,1632.0,ok
2020,8,Half-Life: Alyx,546560,2020-12,873.76,2375.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-03,8324.39,31224.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-04,2108.31,7822.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-05,1000.34,2050.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-06,1321.49,3631.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-07,1347.52,3244.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-08,708.54,1488.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-09,766.67,2600.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-10,793.66,3209.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-11,1140.74,6695.0,ok
2020,9,Ori and the Will of the Wisps,1057090,2020-12,2061.87,6252.0,ok
2020,10,Risk of Rain 2,632360,2020-01,7753.84,15061.0,ok
2020,10,Risk of Rain 2,632360,2020-02,5645.91,9544.0,ok
2020,10,Risk of Rain 2,632360,2020-03,5353.44,38104.0,ok
2020,10,Risk of Rain 2,632360,2020-04,18430.64,64501.0,ok
2020,10,Risk of Rain 2,632360,2020-05,5601.93,10349.0,ok
2020,10,Risk of Rain 2,632360,2020-06,3584.73,5839.0,ok
2020,10,Risk of Rain 2,632360,2020-07,4531.83,6344.0,ok
2020,10,Risk of Rain 2,632360,2020-08,25249.95,71033.0,ok
2020,10,Risk of Rain 2,632360,2020-09,12877.78,24530.0,ok
2020,10,Risk of Rain 2,632360,2020-10,5591.63,9952.0,ok
2020,10,Risk of Rain 2,632360,2020-11,5227.68,8984.0,ok
2020,10,Risk of Rain 2,632360,2020-12,5297.05,10075.0,ok
2020,11,The Henry Stickmin Collection,1089980,2020-08,1488.91,2787.0,ok
2020,11,The Henry Stickmin Collection,1089980,2020-09,748.06,1505.0,ok
2020,11,The Henry Stickmin Collection,1089980,2020-10,567.72,1017.0,ok
2020,11,The Henry Stickmin Collection,1089980,2020-11,442.36,1022.0,ok
2020,11,The Henry Stickmin Collection,1089980,2020-12,480.2,1395.0,ok
2020,12,OMORI,1150690,2020-12,1950.43,2915.0,ok
2020,13,Persona 4 Golden,1113000,2020-06,19589.92,29984.0,ok
2020,13,Persona 4 Golden,1113000,2020-07,9336.06,16309.0,ok
2020,13,Persona 4 Golden,1113000,2020-08,4401.73,7193.0,ok
2020,13,Persona 4 Golden,1113000,2020-09,2795.5,4164.0,ok
2020,13,Persona 4 Golden,1113000,2020-10,2745.27,4777.0,ok
2020,13,Persona 4 Golden,1113000,2020-11,2322.45,3586.0,ok
2020,13,Persona 4 Golden,1113000,2020-12,2412.33,4029.0,ok
2020,14,Black Mesa,362890,2020-01,1002.03,2622.0,ok
