year,rank,name,appid,month,avg_players,peak_players,status
2021,1,Valheim,892970,2021-02,210302.24,498478.0,ok
2021,1,Valheim,892970,2021-03,178435.44,405826.0,ok
2021,1,Valheim,892970,2021-04,69367.02,159037.0,ok
2021,1,Valheim,892970,2021-05,34890.17,80466.0,ok
2021,1,Valheim,892970,2021-06,20198.47,37931.0,ok
2021,1,Valheim,892970,2021-07,18486.03,33476.0,ok
2021,1,Valheim,892970,2021-08,17325.91,29764.0,ok
2021,1,Valheim,892970,2021-09,32988.16,109793.0,ok
2021,1,Valheim,892970,2021-10,25589.39,61020.0,ok
2021,1,Valheim,892970,2021-11,17548.27,37110.0,ok
2021,1,Valheim,892970,2021-12,21251.07,43305.0,ok
2021,2,NARAKA: BLADEPOINT,1203220,2021-08,55168.17,128628.0,ok
2021,2,NARAKA: BLADEPOINT,1203220,2021-09,64272.23,160720.0,ok
2021,2,NARAKA: BLADEPOINT,1203220,2021-10,51731.18,141344.0,ok
2021,2,NARAKA: BLADEPOINT,1203220,2021-11,48925.18,154161.0,ok
2021,2,NARAKA: BLADEPOINT,1203220,2021-12,61190.58,186707.0,ok
2021,3,Battlefield™ 2042,1517290,2021-11,51299.36,100590.0,ok
2021,3,Battlefield™ 2042,1517290,2021-12,20075.16,47367.0,ok
2021,4,Forza Horizon 5,1551360,2021-11,39903.36,80745.0,ok
2021,4,Forza Horizon 5,1551360,2021-12,16211.78,31250.0,ok
2021,5,It Takes Two,1426210,2021-03,4547.01,12526.0,ok
2021,5,It Takes Two,1426210,2021-04,6908.36,21439.0,ok
2021,5,It Takes Two,1426210,2021-05,4083.79,13059.0,ok
2021,5,It Takes Two,1426210,2021-06,3515.4,12717.0,ok
2021,5,It Takes Two,1426210,2021-07,3304.12,10384.0,ok
2021,5,It Takes Two,1426210,2021-08,2837.61,8829.0,ok
2021,5,It Takes Two,1426210,2021-09,1594.84,4703.0,ok
2021,5,It Takes Two,1426210,2021-10,1980.34,6320.0,ok
2021,5,It Takes Two,1426210,2021-11,2201.29,9885.0,ok
2021,5,It Takes Two,1426210,2021-12,4668.78,19263.0,ok
2021,6,Muck,1625450,2021-06,9166.51,16708.0,ok
2021,6,Muck,1625450,2021-07,9995.45,14179.0,ok
2021,6,Muck,1625450,2021-08,8509.27,16715.0,ok
2021,6,Muck,1625450,2021-09,3233.15,6724.0,ok
2021,6,Muck,1625450,2021-10,2361.6,6580.0,ok
2021,6,Muck,1625450,2021-11,2653.73,5301.0,ok
2021,6,Muck,1625450,2021-12,1943.86,3607.0,ok
2021,7,Halo Infinite,1240440,2021-11,102732.34,256619.0,ok
2021,7,Halo Infinite,1240440,2021-12,51889.26,147782.0,ok
2021,8,Crab Game,1782210,2021-11,26059.0,56042.0,ok
2021,8,Crab Game,1782210,2021-12,11416.11,48734.0,ok
2021,9,Hell Let Loose,686810,2021-01,3789.56,7002.0,ok
2021,9,Hell Let Loose,686810,2021-02,3747.24,6740.0,ok
2021,9,Hell Let Loose,686810,2021-03,3597.08,13323.0,ok
2021,9,Hell Let Loose,686810,2021-04,3766.48,8318.0,ok
2021,9,Hell Let Loose,686810,2021-05,3250.35,7047.0,ok
2021,9,Hell Let Loose,686810,2021-06,2616.02,6296.0,ok
2021,9,Hell Let Loose,686810,2021-07,3604.28,13865.0,ok
2021,9,Hell Let Loose,686810,2021-08,4857.76,11714.0,ok
2021,9,Hell Let Loose,686810,2021-09,4007.47,8558.0,ok
2021,9,Hell Let Loose,686810,2021-10,4272.38,8247.0,ok
2021,9,Hell Let Loose,686810,2021-11,3974.71,8053.0,ok
2021,9,Hell Let Loose,686810,2021-12,4712.69,9537.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-01,3170.7,5028.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-02,2585.85,3814.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-03,2241.42,3891.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-04,4552.22,13608.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-05,2644.89,5132.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-06,2369.51,4314.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-07,2637.34,4059.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-08,2419.51,3563.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-09,2038.15,3429.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-10,2431.72,5696.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-11,2331.48,4443.0,ok
2021,10,Totally Accurate Battle Simulator,508440,2021-12,2509.31,4268.0,ok
2021,11,Inscryption,1092790,2021-10,10964.13,17044.0,ok
2021,11,Inscryption,1092790,2021-11,4850.35,11794.0,ok
2021,11,Inscryption,1092790,2021-12,6385.78,11268.0,ok
2021,12,Resident Evil Village,1196590,2021-05,30494.9,106631.0,ok
2021,12,Resident Evil Village,1196590,2021-06,4401.08,9699.0,ok
2021,12,Resident Evil Village,1196590,2021-07,1788.98,3334.0,ok
2021,12,Resident Evil Village,1196590,2021-08,1234.71,2218.0,ok
2021,12,Resident Evil Village,1196590,2021-09,872.11,1524.0,ok
2021,12,Resident Evil Village,1196590,2021-10,1215.31,3549.0,ok
2021,12,Resident Evil Village,1196590,2021-11,1490.85,3601.0,ok
2021,12,Resident Evil Village,1196590,2021-12,1715.71,3053.0,ok
2021,13,Stumble Guys,1677740,2021-10,40.82,96.0,ok
2021,13,Stumble Guys,1677740,2021-11,52.55,187.0,ok
2021,13,Stumble Guys,1677740,2021-12,152.48,614.0,ok
2021,14,Days Gone,1259420,2021-05,15114.91,27380.0,ok
2021,14,Days Gone,1259420,2021-06,6137.19,15801.0,ok
2021,14,Days Gone,1259420,2021-07,2924.89,6788.0,ok
2021,14,Days Gone,1259420,2021-08,3271.78,7576.0,ok
2021,14,Days Gone,1259420,2021-09,1750.02,3490.0,ok
2021,14,Days Gone,1259420,2021-10,1944.78,4680.0,ok
2021,14,Days Gone,1259420,2021-11,2432.9,5878.0,ok
2021,14,Days Gone,1259420,2021-12,2704.02,5278.0,ok
2021,15,Poppy Playtime,1721470,2021-10,499.87,1930.0,ok
2021,15,Poppy Playtime,1721470,2021-11,904.17,1716.0,ok
2021,15,Poppy Playtime,1721470,2021-12,708.62,1346.0,ok
2021,16,eFootball™,1665460,2021-10,1621.26,9041.0,ok
2021,16,eFootball™,1665460,2021-11,800.61,1829.0,ok
2021,16,eFootball™,1665460,2021-12,672.29,1214.0,ok
2021,17,Gunfire Reborn,1217060,2021-01,3851.43,15151.0,ok
2021,17,Gunfire Reborn,1217060,2021-02,5836.94,13733.0,ok
2021,17,Gunfire Reborn,1217060,2021-03,2885.25,5920.0,ok
2021,17,Gunfire Reborn,1217060,2021-04,2712.76,6767.0,ok
2021,17,Gunfire Reborn,1217060,2021-05,2025.6,4049.0,ok
2021,17,Gunfire Reborn,1217060,2021-06,8885.71,35002.0,ok
2021,17,Gunfire Reborn,1217060,2021-07,8370.36,25668.0,ok
2021,17,Gunfire Reborn,1217060,2021-08,4882.17,10526.0,ok
2021,17,Gunfire Reborn,1217060,2021-09,3644.54,8506.0,ok
2021,17,Gunfire Reborn,1217060,2021-10,2618.37,5832.0,ok
2021,17,Gunfire Reborn,1217060,2021-11,7352.91,30850.0,ok
2021,17,Gunfire Reborn,1217060,2021-12,7847.67,21351.0,ok
2021,18,Subnautica: Below Zero,848450,2021-01,2047.97,3338.0,ok
2021,18,Subnautica: Below Zero,848450,2021-02,1652.81,4886.0,ok
2021,18,Subnautica: Below Zero,848450,2021-03,2056.71,4181.0,ok
2021,18,Subnautica: Below Zero,848450,2021-04,1898.77,3814.0,ok
2021,18,Subnautica: Below Zero,848450,2021-05,11033.35,42057.0,ok
2021,18,Subnautica: Below Zero,848450,2021-06,4086.34,10522.0,ok
2021,18,Subnautica: Below Zero,848450,2021-07,1779.79,3257.0,ok
2021,18,Subnautica: Below Zero,848450,2021-08,1493.96,2558.0,ok
2021,18,Subnautica: Below Zero,848450,2021-09,1166.95,2219.0,ok
2021,18,Subnautica: Below Zero,848450,2021-10,1557.28,3607.0,ok
2021,18,Subnautica: Below Zero,848450,2021-11,1307.33,2409.0,ok
2021,18,Subnautica: Below Zero,848450,2021-12,1407.7,3030.0,ok
2021,19,World of Tanks,1407200,2021-05,1593.49,4196.0,ok
2021,19,World of Tanks,1407200,2021-06,1361.17,2423.0,ok
2021,19,World of Tanks,1407200,2021-07,1241.22,2056.0,ok
2021,19,World of Tanks,1407200,2021-08,1551.84,3125.0,ok
2021,19,World of Tanks,1407200,2021-09,1568.59,2944.0,ok
2021,19,World of Tanks,1407200,2021-10,1529.94,3011.0,ok
2021,19,World of Tanks,1407200,2021-11,1685.16,3420.0,ok
2021,19,World of Tanks,1407200,2021-12,2296.49,4454.0,ok
2021,20,Age of Empires IV: Anniversary Edition,1466860,2021-11,27228.96,64911.0,ok
2021,20,Age of Empires IV: Anniversary Edition,1466860,2021-12,15148.55,31721.0,ok
2021,21,Farming Simulator 22,1248130,2021-11,48346.36,96402.0,ok
2021,21,Farming Simulator 22,1248130,2021-12,33288.41,79854.0,ok
2021,22,Dyson Sphere Program,1366540,2021-01,25524.93,59339.0,ok
2021,22,Dyson Sphere Program,1366540,2021-02,31810.51,59243.0,ok
2021,22,Dyson Sphere Program,1366540,2021-03,14931.33,33242.0,ok
2021,22,Dyson Sphere Program,1366540,2021-04,7659.48,14543.0,ok
2021,22,Dyson Sphere Program,1366540,2021-05,7073.76,15455.0,ok
2021,22,Dyson Sphere Program,1366540,2021-06,7776.83,15073.0,ok
2021,22,Dyson Sphere Program,1366540,2021-07,7279.28,12895.0,ok
2021,22,Dyson Sphere Program,1366540,2021-08,6503.33,11996.0,ok
2021,22,Dyson Sphere Program,1366540,2021-09,4471.21,7534.0,ok
2021,22,Dyson Sphere Program,1366540,2021-10,5211.68,9282.0,ok
2021,22,Dyson Sphere Program,1366540,2021-11,4518.13,7958.0,ok
2021,22,Dyson Sphere Program,1366540,2021-12,4953.56,9361.0,ok
2021,23,Cookie Clicker,1454400,2021-09,51913.56,67806.0,ok
2021,23,Cookie Clicker,1454400,2021-10,33160.54,48224.0,ok
2021,23,Cookie Clicker,1454400,2021-11,20101.82,27609.0,ok
2021,23,Cookie Clicker,1454400,2021-12,14838.97,18444.0,ok
2021,24,DEVOUR,1274570,2021-02,774.05,1932.0,ok
2021,24,DEVOUR,1274570,2021-03,469.01,1158.0,ok
2021,24,DEVOUR,1274570,2021-04,1037.72,4747.0,ok
2021,24,DEVOUR,1274570,2021-05,1173.57,4208.0,ok
2021,24,DEVOUR,1274570,2021-06,647.6,1504.0,ok
2021,24,DEVOUR,1274570,2021-07,596.83,1331.0,ok
2021,24,DEVOUR,1274570,2021-08,480.22,869.0,ok
2021,24,DEVOUR,1274570,2021-09,1103.71,5573.0,ok
2021,24,DEVOUR,1274570,2021-10,1656.99,4381.0,ok
2021,24,DEVOUR,1274570,2021-11,1028.55,3742.0,ok
2021,24,DEVOUR,1274570,2021-12,971.55,1851.0,ok
2021,25,Russian Fishing 4,766570,2021-01,4303.58,7724.0,ok
2021,25,Russian Fishing 4,766570,2021-02,4087.76,7459.0,ok
2021,25,Russian Fishing 4,766570,2021-03,3958.53,7506.0,ok
2021,25,Russian Fishing 4,766570,2021-04,3950.11,7360.0,ok
2021,25,Russian Fishing 4,766570,2021-05,4127.26,7538.0,ok
2021,25,Russian Fishing 4,766570,2021-06,4054.95,7794.0,ok
2021,25,Russian Fishing 4,766570,2021-07,3631.25,6471.0,ok
2021,25,Russian Fishing 4,766570,2021-08,3837.5,6620.0,ok
2021,25,Russian Fishing 4,766570,2021-09,3627.32,6564.0,ok
2021,25,Russian Fishing 4,766570,2021-10,3463.65,6497.0,ok
2021,25,Russian Fishing 4,766570,2021-11,3707.73,7445.0,ok
2021,25,Russian Fishing 4,766570,2021-12,4373.7,10937.0,ok
2021,26,Goose Goose Duck,1568590,2021-05,199.13,766.0,ok
2021,26,Goose Goose Duck,1568590,2021-06,325.99,888.0,ok
2021,26,Goose Goose Duck,1568590,2021-07,282.16,721.0,ok
2021,26,Goose Goose Duck,1568590,2021-08,463.54,1124.0,ok
2021,26,Goose Goose Duck,1568590,2021-09,578.05,2196.0,ok
2021,26,Goose Goose Duck,1568590,2021-10,994.41,3159.0,ok
2021,26,Goose Goose Duck,1568590,2021-11,1318.21,5223.0,ok
2021,26,Goose Goose Duck,1568590,2021-12,1762.04,5847.0,ok
2021,27,War of the Three Kingdoms,1180320,2021-12,339.39,926.0,ok
2021,28,Back 4 Blood,924970,2021-10,29702.43,65873.0,ok
2021,28,Back 4 Blood,924970,2021-11,10872.31,25337.0,ok
2021,28,Back 4 Blood,924970,2021-12,6647.62,13063.0,ok
2021,29,Five Nights at Freddy's: Security Breach,747660,2021-12,6370.55,11252.0,ok
2021,30,GTFO,493520,2021-01,1040.73,2343.0,ok
2021,30,GTFO,493520,2021-02,759.7,1390.0,ok
2021,30,GTFO,493520,2021-03,611.78,1150.0,ok
2021,30,GTFO,493520,2021-04,734.65,3852.0,ok
2021,30,GTFO,493520,2021-05,1431.58,4062.0,ok
2021,30,GTFO,493520,2021-06,789.65,1984.0,ok
2021,30,GTFO,493520,2021-07,741.15,1560.0,ok
2021,30,GTFO,493520,2021-08,514.22,902.0,ok
2021,30,GTFO,493520,2021-09,436.84,871.0,ok
2021,30,GTFO,493520,2021-10,439.69,1195.0,ok
2021,30,GTFO,493520,2021-11,455.63,1056.0,ok
2021,30,GTFO,493520,2021-12,3319.52,11091.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-06,12697.2,30939.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-07,6236.98,11019.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-08,4632.3,12887.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-09,3108.38,6997.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-10,1989.96,5465.0,ok
2021,31,GUILTY GEAR -STRIVE-,1384160,2021-11,1840.06,7200.0,ok
