year,rank,name,appid,month,avg_players,peak_players,status
2022,1,ELDEN RING,1245620,2022-03,522066.37,952523.0,ok
2022,1,ELDEN RING,1245620,2022-04,211468.89,457067.0,ok
2022,1,ELDEN RING,1245620,2022-05,90047.14,192569.0,ok
2022,1,ELDEN RING,1245620,2022-06,50150.34,88390.0,ok
2022,1,ELDEN RING,1245620,2022-07,35632.79,52347.0,ok
2022,1,ELDEN RING,1245620,2022-08,31075.95,47252.0,ok
2022,1,ELDEN RING,1245620,2022-09,27756.87,45238.0,ok
2022,1,ELDEN RING,1245620,2022-10,24608.97,39776.0,ok
2022,1,ELDEN RING,1245620,2022-11,23942.12,36112.0,ok
2022,1,ELDEN RING,1245620,2022-12,40312.34,85651.0,ok
2022,2,Call of Duty®,1938090,2022-10,103689.35,262875.0,ok
2022,2,Call of Duty®,1938090,2022-11,223897.61,488897.0,ok
2022,2,Call of Duty®,1938090,2022-12,178353.32,308833.0,ok
2022,3,Raft,648800,2022-01,9059.35,19102.0,ok
2022,3,Raft,648800,2022-02,7760.19,17870.0,ok
2022,3,Raft,648800,2022-03,6169.09,12672.0,ok
2022,3,Raft,648800,2022-04,6335.49,13444.0,ok
2022,3,Raft,648800,2022-05,6477.65,13074.0,ok
2022,3,Raft,648800,2022-06,22933.12,100474.0,ok
2022,3,Raft,648800,2022-07,35215.62,81457.0,ok
2022,3,Raft,648800,2022-08,18584.45,39286.0,ok
2022,3,Raft,648800,2022-09,10058.68,22667.0,ok
2022,3,Raft,648800,2022-10,7547.92,16129.0,ok
2022,3,Raft,648800,2022-11,8806.69,27860.0,ok
2022,3,Raft,648800,2022-12,12024.13,26135.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-01,21136.94,34616.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-02,16557.46,29839.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-03,13345.79,23207.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-04,14326.86,24123.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-05,12461.87,22530.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-06,13648.64,23939.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-07,13588.42,21735.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-08,14323.01,24974.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-09,14967.99,25684.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-10,20027.02,58611.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-11,31197.66,58248.0,ok
2022,4,Mount & Blade II: Bannerlord,261550,2022-12,22828.8,37978.0,ok
2022,5,Vampire Survivors,1794680,2022-01,10785.0,50847.0,ok
2022,5,Vampire Survivors,1794680,2022-02,39031.65,77061.0,ok
2022,5,Vampire Survivors,1794680,2022-03,27206.71,58323.0,ok
2022,5,Vampire Survivors,1794680,2022-04,33328.82,68805.0,ok
2022,5,Vampire Survivors,1794680,2022-05,22304.75,48081.0,ok
2022,5,Vampire Survivors,1794680,2022-06,17195.98,34545.0,ok
2022,5,Vampire Survivors,1794680,2022-07,12884.41,21058.0,ok
2022,5,Vampire Survivors,1794680,2022-08,11347.86,20665.0,ok
2022,5,Vampire Survivors,1794680,2022-09,7986.03,12961.0,ok
2022,5,Vampire Survivors,1794680,2022-10,11496.15,35264.0,ok
2022,5,Vampire Survivors,1794680,2022-11,9682.37,18545.0,ok
2022,5,Vampire Survivors,1794680,2022-12,13482.54,27925.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-02,91226.88,274983.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-03,12738.76,30261.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-04,5382.44,11901.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-05,5735.37,12857.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-06,4409.28,10357.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-07,5384.72,10459.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-08,3854.24,9291.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-09,4503.33,10091.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-10,2921.35,5600.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-11,5174.85,12684.0,ok
2022,6,Dying Light 2 Stay Human: Reloaded Edition,534380,2022-12,5258.08,10472.0,ok
2022,7,Lost Ark,1599340,2022-02,699094.08,1324761.0,ok
2022,7,Lost Ark,1599340,2022-03,444117.16,907696.0,ok
2022,7,Lost Ark,1599340,2022-04,354897.77,569729.0,ok
2022,7,Lost Ark,1599340,2022-05,489020.4,797694.0,ok
2022,7,Lost Ark,1599340,2022-06,465789.34,885379.0,ok
2022,7,Lost Ark,1599340,2022-07,214630.65,351516.0,ok
2022,7,Lost Ark,1599340,2022-08,168339.44,350545.0,ok
2022,7,Lost Ark,1599340,2022-09,149088.37,229630.0,ok
2022,7,Lost Ark,1599340,2022-10,156386.02,257779.0,ok
2022,7,Lost Ark,1599340,2022-11,189625.19,280576.0,ok
2022,7,Lost Ark,1599340,2022-12,269489.71,346761.0,ok
2022,8,God of War,1593500,2022-01,34118.86,73529.0,ok
2022,8,God of War,1593500,2022-02,9977.41,23173.0,ok
2022,8,God of War,1593500,2022-03,3442.66,7085.0,ok
